Unique_ID,State,District,Disease,Cases,Deaths,Start_Date,Report_Date,Status,Comments
TR/GOT/2019/35/1105,Tripura,Gomati,Diarrheal,22,00,25-08-19,25-08-19,infection was,consumption of food prepared for a
WB/MDW/2019/35/1106,West,Bengal,West Midnapur Diarrheal,47,00,01-09-19,02-09-19,samples collected,and tested at MMCH. 03 water
AS/CCR/2019/35/1107,Assam,Cachar,Fever,12,00,20-08-19,sample,collected for,PSMP were negative for Malaria parasite.
AS/CCR/2019/35/1108,Assam,Cachar,Fever,11,00,20-08-19,for,Malaria. Blood,sample collected for PSMP from 11 cases
AS/CCR/2019/35/1109,Assam,Cachar,Fever,15,00,18-08-19,in,all 15,cases and found negative. Blood sample was collected
BH/MZP/2019/35/1113,Bihar,Muzaffarpur,Dengue,10,00,22-07-19,Dengue,by IgM,ELISA. All cases were treated
KN/BEG/2019/35/1116,Karnataka,Belagavi,Dengue,14,00,12-08-19,ELISA.,All cases,were treated symptomatically. Fever and
KN/TUM/2019/35/1121,Karnataka,Tumkur,Chickenpox,16,00,23-08-19,Bangalore,"Medical College,",result awaited. Close contacts
MH/AMN/2019/35/1124,Maharashtra,Ahmednagar,Dengue,32,00,20-08-19,samples,were collected,and 03 were positive for Dengue by
MH/WDH/2019/35/1126,Maharashtra,Wardha,Encephalitis,09,01,16-08-19,and,CSF samples,"were collected and tested at MGIMS,"
SK/GTK/2019/35/1128,Sikkim,East,Sikkim Fever,17,00,23-08-19,samples,tested positive,"for Influenza A(H3N2), 01 sample"
UP/BBN/2019/35/1130,Uttar,Pradesh,Barabanki Fever,40,00,22-08-19,outbreak.,All cases,were treated symptomatically. Unhygienic
Purba,12-08-,Under,and,25,4,MAC,ELISA,IgM. All,
BH/MZP/2019/18/0455,Bihar,Muzaffarpur,Chickenpox,09,00,29-04-19,02-05-19,maculo papular,eruption on body. Majority of
MH/SIN/2019/18/0464,Maharashtra,Sindhudurg,KFD,01,01,29-04-19,30-04-19,negative for,Malaria at PHC Talkat and 1 sample
WB/HWR/2019/18/0473,West,Bengal,Howrah,350,00,29-04-19,29-04-19,Prasad in,"""Mahaprobhvu utsav"". 2 Food Samples"
KN/CHI/2019/18/0474,Karnataka,Chitradurga,Fever,47,00,24-04-19,inmates.,3 Blood,"samples, 47 Blood smears collected and sent"
AS/LKM/2021/20/0185,Assam,Lakhimpur,Mushroom,09,00,19-05-21,20-05-21,Boginodi. Cases,presented with vomiting and
AS/LKM/2021/20/0186,Assam,Lakhimpur,Mushroom,06,00,17-05-21,19-05-21,presented with,"vomiting, loose motion and"
KL/THI/2021/20/0187,Kerala,Trivandrum,Zika Virus,65,00,15-05-21,20-05-21,and sent,for lab analysis and they tested positive for
KL/CNR/2021/20/0189,Kerala,Kannur,Dengue,32,00,02-05-21,and,sent for,"lab anaylysis, out of which all tested positive"
MH/PNE/2021/20/0197,Maharashtra,Pune,Chikungunya,07,00,04-02-21,to,NIV Pune,for further lab analysis out of which 7 samples
MH/PNE/2021/20/0198,Maharashtra,Pune,Chikungunya,07,00,04-02-21,for,further lab,"analysis, out of which 4 tested positive for"
MH/THN/2021/20/0199,Maharashtra,Thane,Dengue,02,01,29-04-21,and,sent to,"Civil Hospital, Thane for lab analysis, of which,"
UP/GBN/2021/36/0443,Uttar,Pradesh,Scrub Typhus,03,00,05-09-21,06-09-21,Nagar. Three,samples were sent for further lab
UP/HRD/2021/36/0444,Uttar,Pradesh,Hardoi,58,00,05-09-21,07-09-21,Under Control,negative for Dengue 36 Samples tested by RDT
UK/CPR/2021/36/0446,Uttarakhand,Champawat,Diarrheal,03,01,06-09-21,12-09-21,samples were,sent to DPHL Dehradun for lab
MH/JGA/2021/36/0450,Maharashtra,Jalgaon,Dengue,54,01,02-09-21,sent,to GMC,"Aurangabad for further lab analysis, out of"
UP/MNR/2021/36/0451,Uttar,Pradesh,Mainpuri Dengue,32,00,30-08-21,which,32 samples,tested positive for Dengue by IgM
BH/JAH/2021/39/0487,Bihar,Jahanbad,Japanese,02,00,25-09-21,29-09-21,sample was,"sent to PMCH, Patna and was found"
HR/GRG/2021/39/0488,Haryana,Gurugram,Diarrheal,20,00,30-09-21,01-10-21,"Hospital, Gurugram.",All the samples were found
MH/OSM/2021/39/0490,Maharashtra,Osmanabad,Chikungunya,15,00,18-09-21,28-09-21,Under Control,
UP/AUR/2021/39/0492,Uttar,Pradesh,Auraiya Dengue,34,00,28-09-21,01-10-21,seven blood,"samples were sent for lab analysis,"
UP/AZM/2021/39/0493,Uttar,Pradesh,Azamgarh Cholera,575,03,28-09-21,29-09-21,Under Control,Chakrapanpur Azamgarh. It was found that
UP/GBN/2021/39/0494,Uttar,Pradesh,Cholera,03,00,27-09-21,01-10-21,Under Control,treatment was given to all the cases. District
UP/LKW/2021/39/0495,Uttar,Pradesh,Lucknow Cholera,13,00,02-10-21,03-10-21,Under Control,growth of Vibrio Cholerae. District RRT
UP/SID/2021/39/0496,Uttar,Pradesh,Food Poisoning,04,00,30-09-21,01-10-21,consuming under-cooked,fish. Lab samples were
UP/SID/2021/39/0497,Uttar,Pradesh,Cholera,60,02,25-09-21,29-09-21,Under Control,cholera. The deceased cases were 34 years old
JH/GAD/2021/39/0502,Maharashtra,Gadchiroli,Dengue,16,01,28-09-21,was,found to,be positive for Dengue by IgM ELISA. The
JH/HRD/2021/39/0505,Uttar,Pradesh,Hardoi,77,00,19-09-21,samples,were found,positive for malaria and one was found
JH/HRD/2021/39/0506,Uttar,Pradesh,Hardoi Malaria,150,00,13-09-21,Hospital.,"Of which,",37 were found positive for Malaria.
JH/JHN/2021/39/0507,Uttar,Pradesh,Jhansi Dengue,40,00,01-09-21,Hospital,forfurther analysis.,"Of these, 37 were found"
JH/MRZ/2021/39/0510,Uttar,Pradesh,Mirzapur,38,01,22-09-21,was,a 2,year old male.The outbreak was reported due to
AN/SAN/2022/38/751,and,Nicobar,South Andaman Diarrheal,23,00,17-09-22,20-09-22,Under Control,
BH/NLD/2022/38/752,Bihar,Nalanda,Dengue,39,00,20-09-22,24-09-22,Under Control,
CT/MHN/2022/38/754,Chhattisgarh,Mahasamund,Diarrheal,22,00,20-09-22,23-09-22,Under Control,investigated the outbreak. Door to door survey
JH/JAT/2022/38/755,Jharkhand,Jamtara,Measles,04,00,24-08-22,22-09-22,Under Control,where four persons found positive for Measles.
KN/HAS/2022/38/757,Karnataka,Hassan,Diarrheal,12,00,22-09-22,22-09-22,Under Control,suitable for consumption. District RRT
KN/GUL/2022/38/758,Karnataka,Kalaburagi,Cholera,07,00,17-09-22,19-09-22,Under Control,investigated the outbreak. Health education
KN/GUL/2022/38/759,Karnataka,Kalaburagi,Leptospirosis,07,00,18-09-22,20-09-22,Under Control,Kalaburgi where one sample tested positive for
KN/GUL/2022/38/760,Karnataka,Kalaburagi,Diarrheal,12,00,21-09-22,23-09-22,Under Control,nonpotable. District RRT investigated the
KN/TUM/2022/38/761,Karnataka,Tumkur,Food,16,00,19-09-22,20-09-22,Under Control,
MH/BNR/2022/38/766,Maharashtra,Bhandara,Mouth,19,00,20-09-22,20-09-22,Under Control,
MH/CND/2022/38/767,Maharashtra,Chandrapur,Dengue,17,00,19-09-22,24-09-22,Under Control,positive for Dengue by IgM ELISA. District
MH/CND/2022/38/768,Maharashtra,Chandrapur,Malaria,14,01,22-09-22,24-09-22,Under Control,
MH/NAN/2022/38/769,Maharashtra,Nanded,Diarrheal,56,00,20-09-22,21-09-22,Under Control,"Nanded, 11 were positive. District RRT"
MG/EKH/2022/38/770,Meghalaya,East,Khasi Hills Diarrheal,142,00,20-09-22,20-09-22,Under Control,IgM and IgG Typhidot Negative. Four water
OR/NAB/2022/38/771,Odisha,Nabarangpur,Diarrheal,10,00,19-09-22,22-09-22,Under Control,"DPHL, Nabarangpur. Of those rectal swabs, all"
TN/TNJ/2022/38/772,Tamil,Nadu,Thanjavur Typhoid,29,00,23-09-22,23-09-22,Under Control,
JH/JAT/2022/38/779,Jharkhand,Jamtara,Measles,03,00,27-08-22,three,persons found,positive for Measles. District RRT
KL/PKD/2022/38/780,Kerala,Palakkad,Chickenpox,07,00,14-09-22,Palakkad,with fever,and rash. District RRT investigated
RJ/SKR/2022/38/781,Rajasthan,Sikar,Food Poisoning,10,00,10-09-22,taken,and sent,"to DPHL (IDSP), Sikar. Water, Vomitus"
AS/NGO/2021/34/0404,Assam,Nagaon,Scrub Typhus,01,00,24-08-21,26-08-21,Under Control,
KN/GUL/2021/34/0407,Karnataka,Kalburgi,Chikungunya,46,00,22-08-21,26-08-21,Under Control,"blood samples were sent to DPHL. Out of which,"
TN/SLM/2021/34/0408,Tamil,Nadu,Salem Dengue,23,00,24-08-21,25-08-21,Under Control,were sent to DPHL-Salem & IVCZ Hosur. Out
TN/VIR/2021/34/0409,Tamil,Nadu,Dengue,12,00,26-08-21,31-08-21,Under Control,"sent to DPHL Virudhunagar. Out of which, six"
TN/VIR/2021/34/0410,Tamil,Nadu,Dengue,05,00,27-08-21,31-08-21,Under Control,"Virudhunagar. Out of which, one was found"
UP/FRK/2021/34/0412,Uttar,Pradesh,Farrukhabad Fever,260,01,23-08-21,26-08-21,Under Control,collected. District RRT investigated the outbreak.
UP/MTH/2021/34/0413,Uttar,Pradesh,Mathura Dengue,182,06,21-08-21,24-08-21,"found positive,",93 Samples found positive and 29
CT/BBR/2022/30/578,Chhattisgarh,Baloda,Bazar,03,01,29-07-22,29-07-22,Under Control,
CT/BBR/2022/30/579,Chhattisgarh,Baloda,Bazar Diarrheal,12,00,24-07-22,26-07-22,Under Control,
CT/BBR/2022/30/580,Chhattisgarh,Baloda,Bazar Diarrheal,31,00,22-07-22,26-07-22,Under Control,
CT/MHN/2022/30/581,Chhattisgarh,Mahasamund,Diarrheal,20,00,26-07-22,28-07-22,Under Control,"College, Raipur. No Enteropathogenic"
CT/MHN/2022/30/582,Chhattisgarh,Mahasamund,Diarrheal,29,00,25-07-22,25-07-22,Under Control,
CT/RGR/2022/30/583,Chhattisgarh,Raigarh,Diarrheal,49,00,26-07-22,27-07-22,Under Control,found. District RRT investigated the outbreak.
JH/ESI/2022/30/584,Jharkhand,East,Singhbum Chickenpox,22,00,23-07-22,25-07-22,Under Control,
KN/BEL/2022/30/585,Karnataka,Ballari,Diarrheal,44,01,23-07-22,25-07-22,Under Control,
KN/CHI/2022/30/586,Karnataka,Chitradunga,Diarrheal,29,00,29-07-22,29-07-22,Under Control,
KN/MYS/2022/30/587,Karnataka,Mysuru,Unknown,60,00,29-07-22,30-07-22,Under Control,
MH/WAS/2022/30/590,Maharashtra,Washim,Cholera,02,00,26-07-22,28-07-22,Under Control,
OR/CUT/2022/30/592,Odisha,Cuttack,Diarrheal,12,00,27-07-22,27-07-22,Under Control,District RRT investigated the outbreak. All
OR/KPT/2022/30/594,Odisha,Koraput,Diarrheal,08,00,28-07-22,31-07-22,Enteropathogenic organisms,were found.
OR/SON/2022/30/596,Odisha,Subarnapur,Diarrheal,13,00,23-07-22,26-07-22,Under Control,
OR/SON/2022/30/597,Odisha,Subarnapur,Diarrheal,51,01,22-07-22,26-07-22,Under Control,
TN/NGP/2022/30/598,Tamil,Nadu,Nagapatinam,24,00,28-07-22,02-08-22,Under Control,
RJ/PRT/2022/30/605,Rajasthan,Pratapgarh,Dengue,11,00,16-07-22,positive,for Dengue,by IgM ELISA. District RRT
KN/TUM/2020/34/413,Karnataka,Tumkur,Chikungunya,31,00,10-08-20,blood,samples and,02 water samples were collected. The
GJ/AND/2022/07/031,Gujarat,Anand,Food Poisoning,53,00,17-02-22,18-02-22,contaminated food.,No food sample was sent for
WB/HWR/2022/07/036,West,Bengal,Howrah Hepatitis A,44,00,02-02-22,of,infection was,found to be pipeline leakage and
Surveillance,age,group,between,14,05,blood,samples,,
JH/DMK/2019/19/0483,Jharkhand,Dumka,Chickenpox,08,00,11-05-19,11-05-19,done. Out,of 2 blood samples were collected and
OR/KLN/2019/19/0492,Odisha,Kalahandi,Diarrheal,27,00,10-05-19,11-05-19,collected and,sent to DPHL Kalahandi; result
OR/BAG/2019/19/0493,Odisha,Balangir,Diarrheal,17,00,03-05-19,10-05-19,sent to,DPHL Balangir showed no growth of
PB/FER/2019/19/0495,Punjab,Ferozepur,Chickenpox,16,00,07-05-19,07-05-19,investigated the,outbreak. House to house survey
TN/AIR/2019/19/0496,Tamil,Nadu,Ariyalur,18,00,06-05-19,06-05-19,ceremony and,presented symptoms with vomiting
TN/DDG/2019/19/0497,Tamil,Nadu,Dindigul - Palani Diarrheal,19,00,08-05-19,09-05-19,,
AR/LHT/2019/19/0503,Namsai,Enteric,Fever,15,00,23-04-19,Chowkham;,15 blood,samples were positive for widal test. 40
MG/JTH/2019/19/0505,Meghalaya,Jaintia,Hills Chickenpox,09,00,15-04-19,outbreak.,House to,house survey done. All cases were children
CT/JAN/2022/29/558,Chhattisgarh,Janjgir,Champa Diarrheal,22,0,16-07-22,20-07-22,Under Control,
KN/CMN/2022/29/559,Karnataka,Chamarajanagar,Food,12,00,19-07-22,20-07-22,Under Control,
KN/GDG/2022/29/561,Karnataka,Gadag,Chikungunya,21,00,19-07-22,21-07-22,Under Control,ELISA. District RRT investigated the
KN/GUL/2022/29/562,Karnataka,Kalaburagi,Diarrheal,33,00,16-07-22,18-07-22,Under Control,"Out of 10, three water samples were found not"
KN/KRW/2022/29/563,Karnataka,Uttara,Kannada,21,00,18-07-22,19-07-22,Under Control,found suitable for potable purpose. District
OR/BAG/2022/29/567,Odisha,Bargarh,Diarrheal,14,00,20-07-22,22-07-22,Under Control,
OR/NAB/2022/29/568,Odisha,Nabarangpur,Diarrheal,8,00,15-07-22,21-07-22,Under Control,House to house active case finding was done.
OR/MBJ/2022/29/569,Odisha,Mayurbhanj,Diarrheal,20,00,16-07-22,20-047-22,Under Control,
TN/NGK/2022/29/571,Tamil,Nadu,Kanyakumari,25,00,21-07-22,22-07-22,Under Control,
TN/MDR/2022/29/572,Tamil,Nadu,Madurai,06,01,21-07-22,21-07-22,Under Control,old female. District RRT investigated the
WB/BWN/2022/29/574,West,Bengal,Burdhawan,17,00,18-07-22,19-07-22,awaited. District,RRT investigated the
KL/PLK/2022/29/575,Kerala,Palakkad,Chickenpox,10,00,28-06-22,Cases,were isolated.,Frequent changes of bedding and
TL/NRL/2022/29/577,Telangana,Nirmal,Food Poisoning,106,00,25-08-21,the,outbreak. Health,education was given on the
BH/JHA/2019/41/1309,Bihar,Jahanabad,Diarrheal,09,00,06-10-19,07-10-19,and food,might be the source of infection. Lab
BH/SAR/2019/41/1310,Bihar,Saharsa,Diarrheal,08,00,11-10-19,13-10-19,investigated the,outbreak. The source of infection
MG/EKH/2019/41/1312,Meghalaya,East,Khasi Hills,08,00,07-10-19,09-10-19,across all,age groups. Cases gave history of
OR/JHA/2019/41/1313,Odisha,Jharsuguda,Diarrheal,23,00,13-10-19,15-10-19,swabs and,02 samples collected tested at DPHL
PN/KAR/2019/41/1314,Puduchchery,Karaikal,Dengue,78,00,07-10-19,07-10-19,District NVBDCP,officials informed. Active case
BH/MZP/2019/41/1318,Bihar,Muzaffarpur,Diarrheal,06,01,04-10-19,and,vomiting. The,deceased was a 14 year old male. Poor
MH/PNE/2019/41/1325,Maharashtra,Pune,Dengue,02,00,08-08-19,serum,samples collected,"and sent to NIV, Pune and 02"
AP/KGK/2020/31/392,Kurung,Kumey,Scrub Typhus,21,02,03-07-20,08-07-20,"consciousness, eschar",was present and 16y/M
KL/CNR/2020/31/395,Kerala,Kannur,Dengue Fever,35,00,03-07-20,29-07-20,affected area.,"Cases presented with fever, myalgia"
KL/ERN/2020/31/396,Kerala,Ernakulam,Chickenpox,19,01,21-07-20,03-08-20,fever and,rash. Most cases belonged to the age
MH/GAD/2020/31/397,Maharashtra,Gadchiroli,Malaria,03,01,18-07-20,28-07-20,44y/F. A,total of 03 blood smear samples
CH/CHD/2020/49/498,Chandigarh,Chandigarh,Dengue,13,00,07-12-20,09-12-20,augmentation was,being done. IEC activities
JH/PAK/2019/22/0570,Jharkhand,Pakur,Measles,06,00,29-05-19,30-05-19,samples collected,and sent to RIMS Ranchi; 1
JK/BNP/2019/22/0572,Bandipora,Hepatitis,E,15,00,27-05-19,02-06-19,samples were,positive for Hepatitis E (IgM
MH/RGD/2019/22/0576,Maharashtra,Raigad,Diarrheal,53,00,01-06-19,02-06-19,samples were,collected and sent to DPHL Pen;
KL/ERN/2019/22/0584,Kerala,Ernakulam,Nipah,01,00,20-05-19,State/District,RRT investigated,the outbreak. Control room
MH/KOP/2020/26/355,Maharashtra,Kolhapur,Diarrheal,39,00,21-06-20,28-06-20,Kodoli Lab.,All cases were treated
WB/HWR/2020/26/356,West,Bengal,Howrah,80,00,27-06-20,28-06-20,(prasad) in,a social ceremony. 2 stool samples
KL/KOZ/2020/26/358,Kerala,Kozhikode,Dengue,33,00,30-05-20,House,to house,survey done. 5 blood samples collected and
AS/TIN/2019/36/1134,Assam,Tinsukia,Cholera,05,00,02-09-19,02-09-19,culture. 2,water samples collected; result awaited.
JH/WSI/2019/36/1137,Jharkhand,West,Singhbhum Malaria,74,00,03-09-19,05-09-19,collected; 18,smears were positive for Malaria
PN/PON/2019/36/1149,Puducherry,Puducherry,Dengue,32,00,02-09-19,02-09-19,to DPHL,Karaikal; 1 sample was found positive
WB/MDW/2019/36/1151,West,Bengal,Medinipur West Diarrheal,53,01,01-09-19,02-09-19,sent to,PHE Lab at Midnapore; result awaited.
CT/DHM/2019/36/1153,Chhattisgarh,Dhamtari,Diarrheal,15,00,06-08-19,survey,done. All,cases treated symptomatically. ORS packets
JH/RCH/2019/36/1159,Jharkhand,Ranchi,Diarrheal,13,00,25-08-19,house,survey done.,All cases treated symptomatically.
MH/THN/2019/36/1163,Maharashtra,Thane,Dengue,61,04,20-07-19,positive,for Dengue,(IgM ELISA). 4 deaths occurred in 2
OR/BAG/2019/36/1166,Odisha,Bolangir,Diarrheal,65,00,28-08-19,Bolangir;,result awaited.,All cases treated symptomatically.
OR/BAG/2019/36/1167,Odisha,Bolangir,Diarrheal,19,00,28-08-19,DPHL,Bolangir; result,awaited result All cases treated
UP/JLA/2019/36/1169,Uttar,Pradesh,Jalaun Dengue,05,00,23-08-19,sent,"to GMC,",Jhansi; were found positive for Dengue (IgM
KN/CKR/2020/15/261,Karnataka,Chikkamgaluru,Fever,26,00,03-04-20,12-04-20,outbreak. House,to house survey conducted. A
CT/RPR/2020/15/263,Chhattisgarh,Raipur,Hepatitis E,09,00,11-04-20,collected,and sent,"to GMC, Raipur; of these 09 samples were"
Under,A,total,of,05,08,stool,samples,collected and,sent to
KN/HAS/2022/28/541,Karnataka,Hassan,Rabies,01,01,11-07-22,12-07-22,Under Control,headache. She had history of dog bite four months
KN/GUL/2022/28/542,Karnataka,Kalaburagi,Diarrheal,13,00,11-07-22,13-07-22,Under Control,
KN/KRW/2022/28/543,Karnataka,Uttar,Kannada Leptospirosis,01,01,07-07-22,13-07-22,Under Control,deceased case was a 35 years old female. District
MH/CND/2022/28/547,Maharashtra,Chandrapur,Malaria,04,00,11-07-2022,16-07-2022,Under Control,falciparum by Rapid Diagnostic Kit. District RRT
OR/BAG/2022/28/548,Odisha,Bargarh,Diarrheal,05,00,15-07-22,18-07-22,Under Control,
TL/NRL/2022/28/550,Telangana,Nirmal,Food Poisoning,10,00,15-07-22,16-07-22,Under Control,investigated the outbreak and house to house
UP/MTH/2022/28/551,Uttar,Pradesh,Mathura Diarrheal,27,00,09-07-2022,14-07-2022,Under Control,a wedding ceremony in the village. District RRT
UP/PRT/2022/28/552,Uttar,Pradesh,Pratapgarh Food Poisoning,48,00,15-07-22,15-07-22,Under Control,
OR/AGL/2022/28/556,Odisha,Angul,Diarrheal,85,00,02-05-22,survey,was conducted.,All cases were given symptomatic
DD/DIU/2019/38/1205,Daman,&,Diu Daman & Diu Dengue,107,02,20-09-19,26-09-19,,
JH/WSI/2019/38/1209,Jharkhand,West,Singhbhum Diarrheal,11,00,14-09-19,16-09-19,vomiting. A,total of 04 stool samples collected and
OR/BAG/2019/38/1212,Odisha,Balangir,Diarrheal,13,00,19-09-19,21-09-19,water samples,"collected and sent to DPHL,"
PB/SUR/2019/38/1214,Punjab,Sangrur,Mumps,11,00,23-09-19,23-09-19,behind ears.,A total of 07 samples were collected
GJ/JNR/2019/38/1218,Gujarat,Jamnagar,CCHF,02,00,02-09-19,due,to CCHF.,"Samples collected and tested at NIV,Pune were"
MH/JLN/2019/38/1225,Maharashtra,Jalna,Dengue,09,01,06-09-19,samples,were collected,"and tested at GMC, Aurangabad; 02"
MH/STA/2019/38/1226,Maharashtra,Satara,Dengue,26,00,27-08-19,done.,A total,of 03 blood samples sent to Civil Hospital Satara
Under,search,done.,A total of,04,05,water,samples,,
TN/PUD/2019/38/1228,Tamil,Nadu,Leptospirosis,05,00,11-09-19,sent,"to DPHL,",Pudukottai; 02 samples were positive for
TL/SAY/2019/38/1231,Telangana,Sangareddy,Dengue,30,00,10-09-19,"IPM,",Hyderabad; 04,samples were positive for Dengue and
JH/NGP/2022/44/858,Jharkhand,Bokaro,Diarrheal,05,01,04-11-22,05-11-22,Under Control,Cases were given symptomatic treatment. ORS
KN/NGP/2022/44/859,Karnataka,Hepatitis,A,10,00,03-11-22,03-11-22,Under Control,Dakshin Kannada and all the six samples were
KN/NGP/2022/44/860,Karnataka,Koppal,Chikungunya,45,00,01-11-22,06-11-22,found positive,for Chikungunya by IgM ELISA.
KN/NGP/2022/44/862,Karnataka,Vijayanagara,Diarrheal,83,00,01-11-22,01-11-22,Under Control,investigated the outbreak. It was found that
MH/NGP/2022/44/866,Maharashtra,Pune,Dengue,07,01,26-09-22,01-11-22,Under Control,deceased case was a 11 years old female.
MH/NGP/2022/44/867,Maharashtra,Sangli,Dengue,36,01,29-10-22,31-10-22,Under Control,
TN/NGP/2022/44/868,Tamil,Nadu,Salem,29,00,04-11-22,05-11-22,Salem Food,Lab. Result awaited. Two water
UP/NGP/2022/44/873,Uttar,Pradesh,Fatehpur Dengue,06,01,29-10-22,outbreak.,The deceased,case was a 30 years old male.
UK/NGP/2022/44/874,Uttarakhand,Dehradun,Dengue,24,00,13-10-22,Hospital,Dehradun. Result,awaited. District RRT
AN/ERN/2019/23/0585,And,Nicobar,Andaman Diarrheal,08,00,06-06-19,06-06-19,and labourers.,All took meal from a dhaba after
AR/ERN/2019/23/0586,Kra,Daadi,Diarrheal,27,00,05-06-19,10-06-19,children were,taken back by parents. No samples
AR/ERN/2019/23/0587,West,Kameng,Scrub Typhus,03,00,06-06-19,10-06-19,by Immuno,Chromatographic Assay Rapid Test at
JH/ERN/2019/23/0588,Jharkhand,Dumka,Diarrheal,67,00,04-06-19,08-06-19,using water,from unprotected well. All belonged to
KN/ERN/2019/23/0595,Karnataka,Kalaburagi,Diarrheal,21,00,08-06-19,10-06-19,situated near,Yallamma temple. House to house
OR/ERN/2019/23/0599,Odisha,Sundargarh,Anthrax,01,00,04-06-19,07-06-19,outbreak. Infection,spread after handling & taken
PB/ERN/2019/23/0602,Punjab,Fatehgarh,Sahib Hepatitis E,18,0,07-06-19,08-06-19,DPHL Patiala.,05 water samples collected and all
TN/ERN/2019/23/0604,Tamil,Nadu,Dindigul-Palani Leptospirosis,20,00,05-06-19,11-06-19,Leptospirosis. Water,samples collected from well
WB/ERN/2019/23/0609,West,Bengal,Basirhat Diarrheal,27,00,05-06-19,05-06-19,samples collected,"and send to NICED, Beleghata"
BH/ERN/2019/23/0615,Bihar,Nalanda,Measles,40,02,04-11-18,"cough,",coryza and,conjunctivitis. Of all affected only 4 had
JH/ERN/2019/23/0617,Jharkhand,Sahebganj,Diarrheal,07,00,20-05-19,Patient,treated in,CHC Barhait. RRT team visited affected area
KL/ERN/2019/23/0620,Kerala,Ernakulam,Dengue,36,00,21-05-19,tested,at RPH,Lab Ernakulam tested positive for Dengue by
KN/ERN/2019/23/0621,Karnataka,Chikkamagaluru,Dengue,15,00,21-05-19,disease,have been,given to the community. Door to door fever
KN/ERN/2019/23/0622,Karnataka,Haveri,Dengue,65,0,31-03-19,village.,6 blood,samples taken for dengue testing and 2 found
MH/ERN/2019/23/0625,Maharashtra,Buldhana,Diarrheal,48,00,19-05-19,the,outbreak. Due,to the collapse of pipeline in the adjoining
OR/ERN/2019/23/0628,Odisha,Koraput,Anthrax,08,00,10-05-19,no.,Of samples,"collected, result awaited. Patients Treated with"
TN/ERN/2019/23/0629,Tamil,Nadu,Karur Hepatitis A,06,00,30-05-19,"Karur,",5 found,positive for Hepatitis A by IgM ELISA. OHT
UP/ERN/2019/23/0630,Uttar,Pradesh,Siddharth Nagar Chickenpox,07,00,26-05-19,outbreak.,Cases presented,with fever and
CT/RGR/2019/49/1596,Chhattisgarh,Raigarh,Dengue,07,00,07-12-19,07-12-19,survey conducted.,Lab samples collected and
KN/DHA/2019/49/1599,Karnataka,Dharwad,Mumps,08,00,04-12-19,07-12-19,with bilateral,swelling of parotid glands. One
KN/RCR/2019/49/1600,Karnataka,Raichur,Dengue,07,00,02-12-19,02-12-19,unhygienic conditions,observed in the area. A
KL/PTH/2019/49/1601,Kerala,Pathanamthitta,Diarrheal,10,00,05-12-19,10-12-19,affected individuals,were migrants from West
KL/WYN/2019/49/1602,Kerala,Wayanad,Diphtheria,04,00,05-12-19,09-12-19,She presented,with fever and sore throat.
PN/SUR/2019/49/1610,Punjab,Sangrur,Hepatitis B,09,00,03-12-19,03-12-19,Sangrur; 06,were found to be non potable. All 09
TN/TRN/2019/49/1612,Tami,Nadu,Tirunelveli Dengue,14,00,03-12-19,09-12-19,larval breeding,observed. A total of 14 samples
JH/DHN/2019/49/1614,Jharkhand,Dhanbad,Diarrhoeal,34,00,30-11-19,District,level Water,"Testing Laboratory, Dhanbad, of which"
KN/HAS/2019/49/1616,Karnataka,Hassan,Diarrhoeal,39,00,29-11-19,tested,were found,negative for Cholera. A single water sample
KL/ERN/2019/49/1619,Kerala,Ernakulam,Dengue,17,00,03-11-19,locality;,they were,in the age group 45-58 years. Cases
KL/THI/2019/49/1620,Kerala,Trivandrum,Chikungunya,18,00,11-11-19,bodyache.,Cases identified,in adjacent wards. A total of 18
MH/KOP/2019/49/1621,Maharashtra,Kolhapur,Diarrheal,24,00,28-11-19,chlorinated.,A total,of 04 stool samples and 04 water samples
HR/PNP/2022/16/148,Haryana,Panipat,Diarrheal,06,00,23-04-22,25-04-22,Under Control,five samples showed presence of E.coli. District
KL/KOA/2022/16/152,Kerala,Kollam,Diarrheal,61,00,24-04-22,25-04-22,water samples,were found to be unfit for
KL/THI/2022/16/153,Kerala,Trivandrum,Diarrheal,06,00,19-04-22,22-04-22,samples showed,presence of any pathogenic
MH/SHO/2022/16/154,Maharashtra,Solapur,Food Poisoning,31,00,17-04-22,19-04-22,Under Control,
OR/KDL/2022/16/155,Odisha,Kandhamal,Diarrheal,11,00,18-04-22,22-04-22,Under Control,them were found to be fit for drinking. District
OR/SUN/2022/16/156,Odisha,Sundargarh,Food Poisoning,26,00,17-04-22,18-04-22,Under Control,
OR/GJM/2022/16/157,Odisha,Ganjam,Cholera,23,00,21-04-22,24-04-22,samples were,found positive for Vibrio cholerae.
TL/NLN/2022/16/158,Telangana,Nalgonda,Food Poisoning,60,00,17-04-22,18-04-22,Under Control,Hyderabad. Kleibsiella species was isolated
TN/AIR/2022/16/159,Tamil,Nadu,Ariyalur,09,00,18-04-22,25-04-22,Under Control,Chennai. None of the blood samples were found
TN/TNJ/2022/16/161,Tamil,Nadu,Thanjavur,11,00,22-04-22,23-04-22,and food,"samples to Food Safety Department,"
WB/HWR/2022/16/165,West,Bengal,Howrah Cholera,53,00,17-04-22,17-04-22,Under Control,"water sample. In tube well water, coliform count"
